0.00000	5.00000	5.00000	5.00000	5.00000
0.10000	5.50000	5.50000	5.00000	5.00000
0.20000	6.00000	6.00000	5.00000	5.00000
0.30000	6.00000	6.00000	-6.83013	-1.83013
0.40000	5.31699	5.81699	-6.83013	-1.83013
0.50000	4.63397	5.63397	-6.83013	-1.83013
0.60000	3.95096	5.45096	-6.83013	-1.83013
0.70000	3.26795	5.26795	-6.83013	-1.83013
0.80000	3.26795	5.26795	1.83013	-6.83013
0.90000	3.45096	4.58494	1.83013	-6.83013
1.00000	3.63397	3.90192	1.83013	-6.83013
1.10000	3.81699	3.21891	1.83013	-6.83013
1.20000	4.00000	2.53590	1.83013	-6.83013
1.30000	4.18301	1.85289	1.83013	-6.83013
1.40000	4.36603	1.16987	1.83013	-6.83013
1.50000	4.54904	0.48686	1.83013	-6.83013
1.60000	4.54904	0.48686	1.83013	6.83013
1.70000	4.73205	1.16987	1.83013	6.83013
1.80000	4.91506	1.85289	1.83013	6.83013
1.90000	5.09808	2.53590	1.83013	6.83013
2.00000	5.28109	3.21891	1.83013	6.83013
2.10000	5.46410	3.90192	1.83013	6.83013
2.20000	5.64711	4.58494	1.83013	6.83013
2.30000	5.83013	5.26795	1.83013	6.83013
2.40000	6.01314	5.95096	1.83013	6.83013
2.50000	6.01314	5.95096	-6.83013	1.83013
2.60000	5.33013	6.13397	-6.83013	1.83013
2.70000	4.64711	6.31699	-6.83013	1.83013
2.80000	3.96410	6.50000	-6.83013	1.83013
2.90000	3.96410	6.50000	5.00000	-5.00000
3.00000	4.46410	6.00000	5.00000	-5.00000
3.10000	4.96410	5.50000	5.00000	-5.00000
3.20000	5.46410	5.00000	5.00000	-5.00000
3.30000	5.96410	4.50000	5.00000	-5.00000
3.40000	6.46410	4.00000	5.00000	-5.00000
3.50000	6.96410	3.50000	5.00000	-5.00000
3.60000	7.46410	3.00000	5.00000	-5.00000
3.70000	7.96410	2.50000	5.00000	-5.00000
3.80000	8.46410	2.00000	5.00000	-5.00000
3.90000	8.96410	1.50000	5.00000	-5.00000
4.00000	8.96410	1.50000	1.83013	-6.83013
4.10000	9.14711	0.81699	1.83013	-6.83013
4.20000	9.33013	0.13397	1.83013	-6.83013
4.30000	9.33013	0.13397	1.83013	6.83013
4.40000	9.51314	0.81699	1.83013	6.83013
4.50000	9.51314	0.81699	-6.83013	1.83013
4.60000	8.83013	1.00000	-6.83013	1.83013
4.70000	8.14711	1.18301	-6.83013	1.83013
4.80000	7.46410	1.36603	-6.83013	1.83013
4.90000	6.78109	1.54904	-6.83013	1.83013
5.00000	6.09808	1.73205	-6.83013	1.83013
5.10000	5.41506	1.91506	-6.83013	1.83013
5.20000	4.73205	2.09808	-6.83013	1.83013
5.30000	4.04904	2.28109	-6.83013	1.83013
5.40000	3.36603	2.46410	-6.83013	1.83013
5.50000	2.68301	2.64711	-6.83013	1.83013
5.60000	2.00000	2.83013	-6.83013	1.83013
5.70000	2.00000	2.83013	5.00000	-5.00000
5.80000	2.50000	2.33013	5.00000	-5.00000
5.90000	3.00000	1.83013	5.00000	-5.00000
6.00000	3.50000	1.33013	5.00000	-5.00000
6.10000	4.00000	0.83013	5.00000	-5.00000
6.20000	4.50000	0.33013	5.00000	-5.00000
6.30000	4.50000	0.33013	5.00000	5.00000
6.40000	5.00000	0.83013	5.00000	5.00000
6.50000	5.50000	1.33013	5.00000	5.00000
6.60000	6.00000	1.83013	5.00000	5.00000
6.70000	6.50000	2.33013	5.00000	5.00000
6.80000	7.00000	2.83013	5.00000	5.00000
6.90000	7.50000	3.33013	5.00000	5.00000
7.00000	7.50000	3.33013	-6.83013	-1.83013
7.10000	6.81699	3.14711	-6.83013	-1.83013
7.20000	6.13397	2.96410	-6.83013	-1.83013
7.30000	5.45096	2.78109	-6.83013	-1.83013
7.40000	4.76795	2.59808	-6.83013	-1.83013
7.50000	4.08494	2.41506	-6.83013	-1.83013
7.60000	3.40192	2.23205	-6.83013	-1.83013
7.70000	2.71891	2.04904	-6.83013	-1.83013
7.80000	2.03590	1.86603	-6.83013	-1.83013
7.90000	1.35289	1.68301	-6.83013	-1.83013
8.00000	1.35289	1.68301	1.83013	-6.83013
8.10000	1.53590	1.00000	1.83013	-6.83013
8.20000	1.71891	0.31699	1.83013	-6.83013
8.30000	1.71891	0.31699	1.83013	6.83013
8.40000	1.90192	1.00000	1.83013	6.83013
8.50000	2.08494	1.68301	1.83013	6.83013
8.60000	2.26795	2.36603	1.83013	6.83013
8.70000	2.45096	3.04904	1.83013	6.83013
8.80000	2.63397	3.73205	1.83013	6.83013
8.90000	2.81699	4.41506	1.83013	6.83013
9.00000	3.00000	5.09808	1.83013	6.83013
9.10000	3.00000	5.09808	5.00000	5.00000
9.20000	3.50000	5.59808	5.00000	5.00000
9.30000	4.00000	6.09808	5.00000	5.00000
9.40000	4.50000	6.59808	5.00000	5.00000
9.50000	5.00000	7.09808	5.00000	5.00000
9.60000	5.50000	7.59808	5.00000	5.00000
9.70000	5.50000	7.59808	-6.83013	-1.83013
9.80000	4.81699	7.41506	-6.83013	-1.83013
9.90000	4.81699	7.41506	1.83013	-6.83013
10.00000	5.00000	6.73205	1.83013	-6.83013
10.10000	5.18301	6.04904	1.83013	-6.83013
10.20000	5.36603	5.36603	1.83013	-6.83013
10.30000	5.54904	4.68301	1.83013	-6.83013
10.40000	5.73205	4.00000	1.83013	-6.83013
10.50000	5.91506	3.31699	1.83013	-6.83013
10.60000	6.09808	2.63397	1.83013	-6.83013
10.70000	6.28109	1.95096	1.83013	-6.83013
10.80000	6.46410	1.26795	1.83013	-6.83013
10.90000	6.64711	0.58494	1.83013	-6.83013
11.00000	6.64711	0.58494	1.83013	6.83013
11.10000	6.83013	1.26795	1.83013	6.83013
11.20000	7.01314	1.95096	1.83013	6.83013
11.30000	7.19615	2.63397	1.83013	6.83013
